CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,AgeGroup,IncomeCategory,FamilySize
202511,0,46,"Self Enquiry",1,14,Salaried,Male,3,4,Standard,5,Married,4,0,3,1,2,"Senior Manager",28402,Senior,Medium,5
202512,0,36,"Company Invited",1,7,"Small Business",Male,4,4,Basic,5,Divorced,6,0,2,0,2,Executive,20872,Middle-aged,Medium,6
202513,1,37,"Self Enquiry",1,16,"Small Business",Male,4,5,Basic,3,Divorced,2,1,2,0,2,Executive,22066,Middle-aged,Medium,6
202514,0,60,"Company Invited",3,7,Salaried,"Fe Male",3,5,Deluxe,3,Unmarried,2,0,5,1,2,Manager,24151,Senior,Medium,5
202515,0,30,"Self Enquiry",1,9,Salaried,Male,4,4,Basic,4,Divorced,2,0,4,0,1,Executive,21381,Middle-aged,Medium,5
202516,0,32,"Self Enquiry",1,7,"Small Business",Male,3,4,Basic,4,Single,3,0,3,0,1,Executive,21179,Middle-aged,Medium,4
202517,0,33,"Self Enquiry",1,7,Salaried,Male,4,4,Deluxe,4,Divorced,3,0,3,0,1,Manager,24898,Middle-aged,Medium,5
202518,0,37,"Self Enquiry",1,13,Salaried,Female,3,3,Deluxe,3,Divorced,5,0,2,0,1,Manager,21716,Middle-aged,Medium,4
202519,0,32,"Self Enquiry",1,15,Salaried,Female,4,4,Deluxe,3,Unmarried,3,0,5,0,2,Manager,23102,Middle-aged,Medium,6
202520,0,36,"Self Enquiry",3,7,"Small Business",Male,3,5,Deluxe,5,Unmarried,2,0,2,0,2,Manager,22990,Middle-aged,Medium,5
202521,0,46,"Self Enquiry",1,13,Salaried,Male,3,4,Standard,5,Divorced,6,1,3,0,1,"Senior Manager",31923,Senior,Medium,4
202522,0,38,"Self Enquiry",1,14,"Small Business",Male,2,4,Standard,3,Single,6,0,2,0,1,"Senior Manager",32342,Middle-aged,Medium,3
202523,0,47,"Self Enquiry",2,12,"Small Business",Male,4,4,Deluxe,4,Married,2,1,5,0,2,Manager,23699,Senior,Medium,6
202524,0,31,"Self Enquiry",1,7,Salaried,Male,3,5,Deluxe,3,Divorced,3,1,2,1,2,Manager,23804,Middle-aged,Medium,5
202525,0,36,"Self Enquiry",1,7,"Small Business",Male,2,5,Basic,3,Unmarried,3,0,4,1,1,Executive,21537,Middle-aged,Medium,3
202526,0,56,"Self Enquiry",3,7,Salaried,Male,4,4,Standard,3,Divorced,5,0,2,0,2,"Senior Manager",28917,Senior,Medium,6
202527,0,39,"Company Invited",1,13,"Small Business",Female,4,6,Deluxe,3,Married,2,1,2,0,3,Manager,24007,Middle-aged,Medium,7
202528,0,35,"Self Enquiry",1,7,"Small Business",Male,4,4,Deluxe,4,Divorced,3,0,5,0,1,Manager,23003,Middle-aged,Medium,5
202529,0,57,"Self Enquiry",1,14,Salaried,Male,3,6,Standard,3,Unmarried,6,0,2,0,1,"Senior Manager",25938,Senior,Medium,4
202530,0,24,"Self Enquiry",3,9,"Large Business",Male,4,4,Basic,5,Married,5,0,3,1,2,Executive,21000,Young,Medium,6
202531,0,52,"Self Enquiry",1,16,Salaried,Male,4,4,Basic,3,Divorced,5,0,3,1,1,Executive,20753,Senior,Medium,5
202532,0,31,"Self Enquiry",1,9,Salaried,Male,3,5,Deluxe,3,Divorced,3,0,4,1,1,Manager,22830,Middle-aged,Medium,4
202533,1,47,"Self Enquiry",3,16,"Small Business",Male,4,5,Standard,3,Unmarried,3,0,5,0,2,"Senior Manager",28297,Senior,Medium,6
202534,0,41,"Company Invited",1,7,Salaried,Male,4,5,"Super Deluxe",4,Divorced,3,0,2,1,3,AVP,32181,Middle-aged,Medium,7
202535,0,52,"Self Enquiry",3,28,"Small Business",Male,4,4,Deluxe,3,Unmarried,2,1,5,1,2,Manager,24119,Senior,Medium,6
202536,0,31,"Self Enquiry",3,11,"Small Business",Female,4,5,Deluxe,4,Married,3,1,3,1,2,Manager,23887,Middle-aged,Medium,6
202537,0,47,"Company Invited",1,7,"Small Business",Male,3,5,Standard,5,Divorced,4,1,2,1,2,"Senior Manager",29351,Senior,Medium,5
202538,0,33,"Self Enquiry",3,13,"Small Business",Male,3,4,Deluxe,3,Unmarried,3,0,5,1,1,Manager,23688,Middle-aged,Medium,4
202539,0,55,"Self Enquiry",1,9,"Large Business",Female,3,4,Standard,3,Divorced,2,0,4,1,1,"Senior Manager",32227,Senior,Medium,4
202540,0,25,"Self Enquiry",3,10,Salaried,Female,3,4,Deluxe,3,Divorced,2,0,4,1,1,Manager,23677,Young,Medium,4
202541,0,29,"Company Invited",3,11,"Small Business",Male,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,22899,Young,Medium,4
202542,0,59,"Self Enquiry",3,17,"Small Business",Male,3,4,"Super Deluxe",3,Single,2,0,3,1,2,AVP,32550,Senior,Medium,5
202543,0,45,"Company Invited",1,30,"Small Business",Male,4,4,Deluxe,4,Divorced,6,0,3,1,1,Manager,20720,Middle-aged,Medium,5
202544,1,38,"Self Enquiry",2,13,Salaried,Male,4,4,Basic,5,Married,6,1,2,1,1,Executive,20751,Middle-aged,Medium,5
202545,0,33,"Self Enquiry",1,7,Salaried,Male,4,4,Basic,5,Unmarried,3,0,2,0,3,Executive,21634,Middle-aged,Medium,7
202546,1,21,"Company Invited",1,13,Salaried,Female,4,5,Basic,3,Unmarried,3,1,2,1,2,Executive,21604,Young,Medium,6
202547,0,35,"Self Enquiry",1,13,Salaried,Female,3,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,23487,Middle-aged,Medium,4
202548,0,38,"Company Invited",1,9,Salaried,Male,4,5,Deluxe,3,Married,7,0,2,0,2,Manager,23841,Middle-aged,Medium,6
202551,1,26,"Self Enquiry",3,12,"Small Business",Male,3,5,Deluxe,3,Unmarried,3,1,3,1,1,Manager,24422,Young,Medium,4
202552,0,26,"Self Enquiry",1,14,"Small Business",Male,4,5,Basic,3,Divorced,3,0,2,1,3,Executive,21567,Young,Medium,7
202553,0,23,"Self Enquiry",1,22,"Small Business",Female,3,4,Basic,3,Unmarried,3,0,2,1,2,Executive,21549,Young,Medium,5
202554,0,52,"Company Invited",1,7,"Small Business","Fe Male",2,5,Standard,5,Unmarried,5,0,2,1,1,"Senior Manager",26162,Senior,Medium,3
202555,1,35,"Company Invited",1,14,Salaried,Male,4,6,Deluxe,3,Unmarried,3,1,5,1,2,Manager,24752,Middle-aged,Medium,6
202557,0,25,"Self Enquiry",1,25,Salaried,Male,3,4,Basic,3,Divorced,2,0,4,1,1,Executive,21452,Young,Medium,4
202558,0,35,"Self Enquiry",1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,0,2,Manager,23183,Middle-aged,Medium,5
202559,0,38,"Self Enquiry",3,10,Salaried,Male,3,4,Standard,3,Unmarried,4,0,3,0,1,"Senior Manager",26106,Middle-aged,Medium,4
202560,0,35,"Self Enquiry",1,12,"Small Business",Female,3,5,Standard,5,Single,4,0,2,0,1,"Senior Manager",30309,Middle-aged,Medium,4
202561,0,37,"Company Invited",3,18,"Large Business",Female,4,4,Standard,3,Divorced,2,0,5,0,1,"Senior Manager",28416,Middle-aged,Medium,5
202562,0,37,"Self Enquiry",1,10,Salaried,Female,3,4,Basic,3,Married,7,0,2,1,1,Executive,21513,Middle-aged,Medium,4
202564,0,31,"Company Invited",1,30,Salaried,Male,4,6,Basic,3,Married,3,0,3,1,3,Executive,21291,Middle-aged,Medium,7
202565,0,34,"Company Invited",3,29,"Small Business",Male,4,4,Deluxe,4,Divorced,2,0,2,0,2,Manager,24824,Middle-aged,Medium,6
202566,1,57,"Self Enquiry",1,21,Salaried,Female,4,4,Basic,4,Divorced,2,1,5,1,2,Executive,23641,Senior,Medium,6
202568,1,32,"Self Enquiry",3,13,Salaried,Male,4,6,Deluxe,3,Divorced,6,1,3,1,2,Manager,24850,Middle-aged,Medium,6
202569,0,27,"Self Enquiry",1,13,Salaried,Female,3,5,Basic,4,Divorced,3,0,3,1,1,Executive,21046,Young,Medium,4
202570,1,59,"Self Enquiry",1,30,"Small Business",Female,4,4,Standard,3,Divorced,3,0,3,1,1,"Senior Manager",28990,Senior,Medium,5
202571,1,20,"Self Enquiry",3,29,"Small Business",Male,3,4,Basic,3,Single,3,1,2,0,2,Executive,20353,Young,Medium,5
202572,0,23,"Self Enquiry",1,9,"Large Business",Male,4,4,Basic,3,Divorced,2,0,5,1,3,Executive,21201,Young,Medium,7
202573,0,50,"Self Enquiry",1,27,"Small Business",Female,4,4,Deluxe,5,Divorced,3,0,2,1,3,Manager,25245,Senior,Medium,7
202574,0,44,"Company Invited",1,35,"Small Business",Female,4,3,Basic,3,Unmarried,6,0,3,0,3,Executive,23417,Middle-aged,Medium,7
202575,0,51,"Company Invited",3,19,"Small Business","Fe Male",4,4,Standard,3,Unmarried,6,0,5,0,1,"Senior Manager",27886,Senior,Medium,5
202576,1,32,"Self Enquiry",3,27,Salaried,Female,4,6,Deluxe,3,Divorced,5,1,3,1,1,Manager,23237,Middle-aged,Medium,5
202577,0,42,"Self Enquiry",3,16,Salaried,Male,4,4,Standard,3,Married,5,1,2,0,2,"Senior Manager",26867,Middle-aged,Medium,6
202578,0,27,"Self Enquiry",2,32,Salaried,Female,4,4,Basic,3,Divorced,3,0,4,1,1,Executive,21620,Young,Medium,5
202579,0,37,"Self Enquiry",1,13,"Small Business",Male,3,4,Deluxe,4,Married,8,0,4,1,2,Manager,23619,Middle-aged,Medium,5
202580,1,52,"Company Invited",1,15,Salaried,Male,3,6,Standard,3,Single,4,0,2,0,2,"Senior Manager",29328,Senior,Medium,5
202581,0,40,"Self Enquiry",3,11,Salaried,Female,3,5,Deluxe,3,Divorced,6,0,5,1,1,Manager,24580,Middle-aged,Medium,4
202582,0,26,"Self Enquiry",3,35,Salaried,Male,3,5,Deluxe,3,Divorced,4,0,4,0,1,Manager,27317,Young,Medium,4
202583,0,31,"Self Enquiry",2,16,Salaried,Male,3,4,Deluxe,3,Divorced,2,1,3,1,2,Manager,25025,Middle-aged,Medium,5
202584,1,33,"Self Enquiry",1,16,"Small Business",Female,3,4,Basic,5,Unmarried,2,0,4,1,2,Executive,22878,Middle-aged,Medium,5
202585,0,46,"Self Enquiry",1,36,"Small Business",Male,3,4,Basic,3,Unmarried,7,0,2,1,1,Executive,22130,Senior,Medium,4
202586,0,39,"Self Enquiry",1,10,"Large Business",Female,3,4,Deluxe,3,Single,5,1,5,0,1,Manager,4678,Middle-aged,Low,4
202587,0,31,"Self Enquiry",1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,2,1,1,Executive,21310,Middle-aged,Medium,5
202588,0,33,"Company Invited",3,16,"Small Business",Male,3,6,Deluxe,3,Married,2,0,2,0,2,Manager,23346,Middle-aged,Medium,5
202589,0,31,"Self Enquiry",1,12,"Large Business",Female,3,4,Basic,5,Married,7,0,5,1,2,Executive,21882,Middle-aged,Medium,5
202590,0,31,"Self Enquiry",1,9,"Small Business",Male,3,5,Basic,3,Unmarried,2,0,4,0,1,Executive,21398,Middle-aged,Medium,4
202592,0,42,"Self Enquiry",1,16,Salaried,Male,4,4,Basic,5,Divorced,4,0,2,0,3,Executive,20916,Middle-aged,Medium,7
202593,0,20,"Self Enquiry",1,10,"Small Business",Female,4,4,Basic,4,Single,3,0,3,1,3,Executive,20161,Young,Medium,7
202594,0,41,"Company Invited",1,33,"Small Business",Female,3,4,Deluxe,4,Married,3,0,2,1,1,Manager,24283,Middle-aged,Medium,4
202595,0,36,"Self Enquiry",3,7,"Small Business",Male,4,4,Standard,4,Divorced,3,0,4,1,3,"Senior Manager",25973,Middle-aged,Medium,7
202596,0,54,"Self Enquiry",3,13,"Small Business",Male,3,4,Deluxe,3,Divorced,4,1,5,0,1,Manager,20984,Senior,Medium,4
202597,0,46,"Self Enquiry",1,16,Salaried,Male,3,4,Deluxe,4,Married,2,0,4,1,1,Manager,21026,Senior,Medium,4
202598,0,33,"Company Invited",3,15,"Small Business","Fe Male",3,4,Standard,3,Unmarried,3,0,4,1,2,"Senior Manager",27676,Middle-aged,Medium,5
202599,0,30,"Company Invited",1,7,"Large Business",Male,3,4,Deluxe,3,Divorced,3,0,3,0,2,Manager,22997,Middle-aged,Medium,5
202600,0,52,"Self Enquiry",1,14,"Small Business",Male,3,5,Deluxe,3,Divorced,4,0,3,1,2,Manager,24810,Senior,Medium,5
202601,0,59,"Self Enquiry",1,16,"Small Business",Female,4,5,Basic,4,Divorced,6,1,2,1,1,Executive,22024,Senior,Medium,5
202602,0,41,"Self Enquiry",3,11,"Small Business",Male,4,5,Standard,3,Divorced,2,0,2,1,1,"Senior Manager",29533,Middle-aged,Medium,5
202603,0,35,"Company Invited",3,9,"Small Business",Female,4,4,Basic,3,Divorced,8,0,5,1,3,Executive,20909,Middle-aged,Medium,7
202604,0,23,"Self Enquiry",1,26,"Small Business",Male,4,4,Basic,3,Divorced,3,0,2,0,2,Executive,21001,Young,Medium,6
202605,0,28,"Company Invited",1,16,"Small Business",Male,3,4,Basic,4,Married,8,0,3,0,1,Executive,20702,Young,Medium,4
202606,0,29,"Self Enquiry",1,28,"Small Business",Male,3,4,Basic,3,Divorced,3,0,2,0,1,Executive,21391,Young,Medium,4
202607,0,58,"Self Enquiry",1,31,Salaried,Male,3,3,Standard,3,Married,5,1,4,1,2,"Senior Manager",28117,Senior,Medium,5
202608,0,28,"Company Invited",1,10,"Small Business",Male,4,5,Basic,3,Married,3,1,2,0,3,Executive,21244,Young,Medium,7
202610,0,42,"Self Enquiry",1,21,Salaried,Male,3,4,Basic,3,Married,6,0,4,1,2,Executive,21129,Middle-aged,Medium,5
202611,0,31,"Self Enquiry",3,12,Salaried,Female,3,4,Standard,3,Divorced,4,0,4,1,2,"Senior Manager",28097,Middle-aged,Medium,5
202612,0,39,"Self Enquiry",3,7,Salaried,"Fe Male",3,5,Deluxe,3,Unmarried,6,0,2,1,2,Manager,27364,Middle-aged,Medium,5
202613,0,33,"Self Enquiry",1,13,Salaried,Male,3,4,Basic,3,Unmarried,5,0,2,0,2,Executive,21716,Middle-aged,Medium,5
202614,0,28,"Self Enquiry",1,24,"Large Business",Male,3,4,Basic,4,Divorced,2,1,4,1,1,Executive,21736,Young,Medium,4
202615,1,20,"Company Invited",3,7,"Large Business",Female,4,6,Basic,5,Single,2,0,3,1,2,Executive,21003,Young,Medium,6
202616,0,37,"Company Invited",1,10,"Small Business",Male,2,4,Basic,4,Single,6,0,4,1,1,Executive,20766,Middle-aged,Medium,3
202617,0,31,"Company Invited",1,16,"Small Business",Male,4,4,Deluxe,5,Married,3,0,2,0,2,Manager,21750,Middle-aged,Medium,6
202618,0,46,"Self Enquiry",3,11,Salaried,Female,2,4,Deluxe,5,Married,6,1,4,0,1,Manager,23684,Senior,Medium,3
202619,0,57,"Self Enquiry",1,15,Salaried,Female,4,4,Basic,5,Married,6,1,4,1,2,Executive,22935,Senior,Medium,6
202620,0,34,"Self Enquiry",1,9,Salaried,Male,3,4,Basic,3,Single,2,0,3,0,2,Executive,21178,Middle-aged,Medium,5
202622,0,47,"Self Enquiry",3,7,"Small Business",Female,4,4,Standard,5,Married,3,0,2,1,2,"Senior Manager",29131,Senior,Medium,6
202623,0,39,"Self Enquiry",1,16,Salaried,Female,4,4,Basic,3,Single,3,0,2,1,2,Executive,20966,Middle-aged,Medium,6
202624,0,32,"Self Enquiry",1,19,"Small Business",Female,4,4,Basic,3,Divorced,2,1,4,1,3,Executive,22607,Middle-aged,Medium,7
202625,0,35,"Self Enquiry",1,34,"Small Business",Female,4,4,Basic,4,Single,4,0,3,1,1,Executive,20989,Middle-aged,Medium,5
202626,1,42,"Self Enquiry",3,27,"Small Business",Female,4,4,Basic,4,Unmarried,3,1,4,0,3,Executive,21818,Middle-aged,Medium,7
202627,0,51,"Self Enquiry",1,7,"Small Business",Male,3,5,Basic,3,Divorced,4,0,3,0,1,Executive,22368,Senior,Medium,4
202628,0,54,"Self Enquiry",1,20,"Small Business",Female,3,3,Deluxe,5,Married,3,0,2,1,2,Manager,23128,Senior,Medium,5
202629,0,34,"Self Enquiry",1,21,"Small Business",Female,4,4,Basic,4,Divorced,3,0,5,0,1,Executive,21434,Middle-aged,Medium,5
202632,0,35,"Company Invited",1,9,Salaried,Male,3,5,Deluxe,3,Divorced,3,0,4,0,1,Manager,28225,Middle-aged,Medium,4
202633,0,52,"Self Enquiry",1,10,"Small Business",Female,4,4,"Super Deluxe",4,Single,5,0,5,0,2,AVP,32412,Senior,Medium,6
202635,0,28,"Self Enquiry",1,16,"Small Business",Female,3,4,Basic,4,Single,3,0,3,1,1,Executive,20957,Young,Medium,4
202636,1,36,"Self Enquiry",1,30,Salaried,Male,3,5,Deluxe,3,Divorced,5,1,4,1,2,Manager,24594,Middle-aged,Medium,5
202637,0,44,"Company Invited",1,14,"Small Business",Male,3,3,Basic,3,Married,6,0,4,0,2,Executive,20767,Middle-aged,Medium,5
202639,0,38,"Self Enquiry",1,28,Salaried,Male,4,3,Basic,5,Divorced,3,1,3,0,3,Executive,22242,Middle-aged,Medium,7
202640,0,36,"Company Invited",1,9,"Small Business",Female,3,4,Deluxe,4,Unmarried,7,0,2,1,1,Manager,23103,Middle-aged,Medium,4
202641,0,43,"Company Invited",1,28,"Small Business",Female,3,4,Deluxe,3,Married,4,0,2,0,1,Manager,23943,Middle-aged,Medium,4
202642,0,39,"Self Enquiry",1,9,Salaried,Male,3,4,Deluxe,3,Divorced,2,0,2,0,2,Manager,25231,Middle-aged,Medium,5
202643,0,39,"Self Enquiry",1,36,"Large Business",Male,3,4,Deluxe,3,Divorced,5,0,2,0,2,Manager,24939,Middle-aged,Medium,5
202644,0,28,"Company Invited",1,7,"Large Business",Male,3,5,Deluxe,5,Divorced,7,0,3,0,2,Manager,22976,Young,Medium,5
202645,0,50,"Company Invited",1,25,Salaried,Male,4,4,Deluxe,3,Married,3,1,2,0,2,Manager,25482,Senior,Medium,6
202646,0,35,"Company Invited",1,17,"Small Business",Male,3,4,Basic,3,Married,3,1,3,1,1,Executive,22493,Middle-aged,Medium,4
202647,0,41,"Self Enquiry",1,26,"Small Business",Male,3,4,Deluxe,3,Divorced,2,1,2,1,2,Manager,21419,Middle-aged,Medium,5
202648,1,39,"Self Enquiry",1,36,"Small Business",Male,4,4,Deluxe,5,Divorced,2,1,3,0,2,Manager,25351,Middle-aged,Medium,6
202649,1,30,"Self Enquiry",3,34,"Small Business",Female,3,4,Standard,3,Divorced,3,0,3,1,2,"Senior Manager",26317,Middle-aged,Medium,5
202650,0,23,"Self Enquiry",1,12,Salaried,Male,3,3,Basic,4,Married,3,1,4,0,1,Executive,21006,Young,Medium,4
202651,0,37,"Company Invited",1,25,"Small Business",Female,4,4,Basic,3,Single,3,0,3,1,3,Executive,20831,Middle-aged,Medium,7
202652,0,41,"Company Invited",1,16,Salaried,Male,4,5,Deluxe,3,Divorced,2,0,5,1,1,Manager,23554,Middle-aged,Medium,5
202653,0,47,"Self Enquiry",1,7,"Small Business",Male,4,4,Standard,5,Married,2,0,2,0,1,"Senior Manager",28074,Senior,Medium,5
202654,1,33,"Self Enquiry",3,11,"Small Business",Male,3,6,Standard,3,Divorced,3,0,2,1,2,"Senior Manager",29078,Middle-aged,Medium,5
202655,0,31,"Company Invited",1,7,Salaried,Male,3,5,Standard,3,Unmarried,3,0,5,1,2,"Senior Manager",27152,Middle-aged,Medium,5
202656,0,28,"Company Invited",3,27,Salaried,"Fe Male",3,4,Deluxe,3,Single,3,0,2,1,2,Manager,28659,Young,Medium,5
202657,0,52,"Self Enquiry",1,15,Salaried,Male,3,5,Standard,4,Divorced,7,0,3,1,2,"Senior Manager",31168,Senior,Medium,5
202658,1,31,"Self Enquiry",1,10,"Large Business",Female,3,4,Basic,5,Unmarried,7,1,4,1,2,Executive,21335,Middle-aged,Medium,5
202659,0,42,"Self Enquiry",3,13,Salaried,Female,4,4,Standard,3,Single,5,1,2,0,2,"Senior Manager",32269,Middle-aged,Medium,6
202660,1,31,"Company Invited",3,33,"Small Business","Fe Male",3,5,Deluxe,5,Unmarried,7,0,2,0,2,Manager,25374,Middle-aged,Medium,5
202661,1,30,"Self Enquiry",1,7,"Large Business",Male,3,4,Basic,3,Single,2,0,2,0,1,Executive,20736,Middle-aged,Medium,4
202662,0,46,"Company Invited",3,13,"Small Business","Fe Male",3,5,Standard,3,Unmarried,8,0,4,1,1,"Senior Manager",27543,Senior,Medium,4
202663,0,55,"Self Enquiry",3,10,"Small Business",Female,3,4,Deluxe,5,Divorced,4,0,4,1,2,Manager,24618,Senior,Medium,5
202664,0,37,"Self Enquiry",1,12,Salaried,Male,4,4,Deluxe,4,Unmarried,2,0,2,0,3,Manager,24592,Middle-aged,Medium,7
202665,0,34,"Self Enquiry",1,11,"Small Business",Female,3,5,Basic,4,Divorced,8,0,4,0,1,Executive,21300,Middle-aged,Medium,4
202666,0,38,"Company Invited",1,18,Salaried,Male,3,4,Standard,3,Married,3,1,3,0,2,"Senior Manager",30863,Middle-aged,Medium,5
202667,0,39,"Self Enquiry",3,10,Salaried,Male,4,4,Standard,3,Married,2,0,2,1,2,"Senior Manager",29287,Middle-aged,Medium,6
202668,0,32,"Company Invited",1,7,"Small Business",Male,3,6,Deluxe,3,Divorced,2,0,3,1,1,Manager,23023,Middle-aged,Medium,4
202669,0,60,"Self Enquiry",1,10,Salaried,Male,4,5,Basic,3,Divorced,5,0,3,0,2,Executive,20855,Senior,Medium,6
202670,0,38,"Company Invited",3,11,"Small Business",Male,3,4,Basic,3,Married,6,0,4,1,1,Executive,20855,Middle-aged,Medium,4
202671,0,30,"Company Invited",3,7,"Small Business",Female,3,4,Standard,3,Divorced,3,0,3,1,1,"Senior Manager",26596,Middle-aged,Medium,4
202672,0,36,"Company Invited",3,7,"Small Business","Fe Male",4,4,Standard,3,Unmarried,3,0,5,1,1,"Senior Manager",27467,Middle-aged,Medium,5
202673,1,30,"Self Enquiry",1,25,"Small Business",Male,3,5,Basic,3,Single,3,1,3,0,2,Executive,21067,Middle-aged,Medium,5
202674,0,53,"Self Enquiry",1,9,Salaried,Female,3,5,Basic,3,Unmarried,2,0,3,0,1,Executive,21890,Senior,Medium,4
202676,0,60,"Self Enquiry",2,13,"Small Business",Male,3,4,Basic,3,Divorced,2,0,4,1,1,Executive,20945,Senior,Medium,4
202678,1,34,"Self Enquiry",1,21,"Small Business",Male,3,4,Basic,3,Divorced,7,1,2,0,2,Executive,21114,Middle-aged,Medium,5
202680,1,34,"Self Enquiry",1,9,Salaried,Female,3,4,Basic,5,Divorced,2,0,3,1,1,Executive,21385,Middle-aged,Medium,4
202682,0,33,"Self Enquiry",3,11,Salaried,Female,3,4,Basic,4,Divorced,4,0,3,1,1,Executive,22609,Middle-aged,Medium,4
202683,1,33,"Self Enquiry",1,7,Salaried,Male,4,5,Basic,3,Unmarried,2,1,5,1,1,Executive,22408,Middle-aged,Medium,5
202684,0,40,"Self Enquiry",1,7,"Small Business",Female,4,4,Basic,3,Married,2,0,3,0,2,Executive,20910,Middle-aged,Medium,6
202685,0,33,"Company Invited",3,33,"Small Business",Male,4,4,Deluxe,3,Divorced,2,0,4,1,3,Manager,23143,Middle-aged,Medium,7
202686,0,42,"Self Enquiry",1,26,Salaried,Male,3,4,Deluxe,5,Married,4,0,2,1,1,Manager,21750,Middle-aged,Medium,4
202687,0,41,"Self Enquiry",1,31,"Large Business",Male,4,4,Deluxe,3,Married,3,0,3,1,2,Manager,21997,Middle-aged,Medium,6
202689,0,32,"Company Invited",1,10,"Small Business",Male,4,4,Standard,3,Married,2,0,4,1,3,"Senior Manager",32353,Middle-aged,Medium,7
202690,0,34,"Self Enquiry",1,12,Salaried,Female,4,5,Basic,3,Divorced,3,0,2,0,3,Executive,21589,Middle-aged,Medium,7
202691,0,35,"Self Enquiry",1,9,Salaried,Male,3,5,Deluxe,5,Divorced,8,0,4,0,2,Manager,24635,Middle-aged,Medium,5
202692,0,38,"Self Enquiry",1,7,"Small Business",Female,3,5,Basic,5,Divorced,4,0,4,1,2,Executive,22598,Middle-aged,Medium,5
202693,0,46,"Company Invited",1,14,Salaried,Male,4,3,Deluxe,3,Divorced,6,0,2,0,3,Manager,25112,Senior,Medium,7
202694,1,38,"Company Invited",1,17,"Small Business",Male,4,4,Standard,3,Married,8,0,3,1,3,"Senior Manager",28726,Middle-aged,Medium,7
202695,0,40,"Company Invited",1,9,"Large Business",Female,4,4,Standard,3,Single,2,0,2,1,2,"Senior Manager",29616,Middle-aged,Medium,6
202696,0,30,"Self Enquiry",1,22,Salaried,Male,3,4,Basic,3,Single,3,0,3,0,1,Executive,21018,Middle-aged,Medium,4
202697,0,43,"Self Enquiry",1,24,Salaried,"Fe Male",3,3,Deluxe,5,Unmarried,5,1,2,0,1,Manager,25223,Middle-aged,Medium,4
202698,0,30,"Self Enquiry",3,27,"Small Business",Male,3,4,Deluxe,3,Married,4,0,2,1,2,Manager,25609,Middle-aged,Medium,5
202699,0,26,"Self Enquiry",1,7,Salaried,Female,4,4,Deluxe,3,Divorced,2,0,3,1,2,Manager,23576,Young,Medium,6
202700,0,43,"Self Enquiry",1,9,"Small Business",Female,3,5,Basic,5,Married,2,1,4,1,1,Executive,21271,Middle-aged,Medium,4
202702,0,52,"Self Enquiry",1,7,Salaried,Male,4,4,Basic,3,Divorced,3,0,4,1,1,Executive,21401,Senior,Medium,5
202703,1,32,"Company Invited",1,36,"Small Business",Male,4,5,Basic,4,Unmarried,2,0,3,1,3,Executive,22157,Middle-aged,Medium,7
202704,0,33,"Company Invited",1,14,Salaried,Male,4,3,Basic,4,Divorced,3,0,2,0,2,Executive,21472,Middle-aged,Medium,6
202705,0,39,"Company Invited",3,9,Salaried,Male,3,5,Deluxe,3,Divorced,5,0,5,1,2,Manager,23927,Middle-aged,Medium,5
202706,0,33,"Self Enquiry",1,9,"Large Business",Male,3,5,Deluxe,5,Single,6,0,4,0,2,Manager,20854,Middle-aged,Medium,5
202708,1,29,"Self Enquiry",1,9,Salaried,Male,4,4,Basic,3,Unmarried,4,0,4,1,2,Executive,22163,Young,Medium,6
202709,0,30,"Self Enquiry",3,9,"Small Business",Male,4,5,Deluxe,4,Divorced,4,0,4,0,2,Manager,25322,Middle-aged,Medium,6
202710,0,32,"Self Enquiry",1,30,"Small Business",Male,4,5,Deluxe,3,Divorced,2,0,3,1,2,Manager,24260,Middle-aged,Medium,6
202711,0,26,"Company Invited",1,12,Salaried,Male,3,3,Deluxe,5,Married,3,0,5,1,2,Manager,22678,Young,Medium,5
202712,0,46,"Self Enquiry",1,27,"Small Business",Male,4,4,"Super Deluxe",3,Divorced,2,1,3,0,1,AVP,32174,Senior,Medium,5
202713,0,37,"Self Enquiry",1,13,Salaried,Male,3,4,Basic,3,Divorced,2,0,5,1,2,Executive,21888,Middle-aged,Medium,5
202715,1,48,"Company Invited",1,36,Salaried,Male,3,4,Standard,4,Divorced,3,1,3,1,1,"Senior Manager",30527,Senior,Medium,4
202716,0,29,"Self Enquiry",1,16,"Small Business",Male,4,4,Basic,3,Divorced,3,0,2,1,2,Executive,20748,Young,Medium,6
202717,0,38,"Self Enquiry",3,13,"Small Business",Male,4,4,Deluxe,3,Divorced,6,0,3,0,1,Manager,25180,Middle-aged,Medium,5
202718,0,22,"Self Enquiry",1,10,"Small Business",Male,4,5,Basic,3,Unmarried,3,0,5,1,2,Executive,21908,Young,Medium,6
202719,0,38,"Company Invited",1,7,"Small Business",Female,2,4,Standard,3,Married,4,1,3,0,1,"Senior Manager",32281,Middle-aged,Medium,3
